Region,Year,Source,Sector,Subsector,TPM,PM10,PM2.5,SOX,NOX,VOC,CO,NH3,Pb,Cd,Hg,D/F,HCB,PAH
Canada,1991,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,12,12,12,,509,7,8205,,,,,,,
Canada,1991,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Canada,1991,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,2165,1977,1926,14924,23666,1085,15596,299,244.9,359.2,48.7,0.339,0.081,2.6
Canada,1991,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,89015,61148,43310,592084,247765,2716,44223,682,11463,127.7,2120.3,5.021,10271.96,328.4
Canada,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,83377,57435,40861,506284,205650,1402,33386,67,8401.6,85.8,1839.2,3.86,9678.511,218.7
Canada,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,3030,1959,998,26019,16014,397,3186,243,435.4,28.4,8.2,0.775,593.449,2.2
Canada,1991,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),2609,1754,1451,59781,26101,918,7652,372,2626,13.5,272.9,0.387,,107.5
Canada,1991,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,3428,2568,2336,20659,33225,1522,12199,616,442.8,529.3,64.2,1.375,1.502,4.8
Canada,1991,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,273413,258676,258363,3559,24912,351433,1636418,2242,3471.5,195.7,52.8,8.897,,134410.1
Canada,1991,Mobile Sources,Air Transportation,all subsectors,660,660,578,4711,46202,4461,49986,26,59214.9,,,,,9.7
Canada,1991,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,28031,28031,27190,43084,239426,26412,88298,233,,,,2.385,,752.6
Canada,1991,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,2987,2987,2748,1684,79427,108900,1481086,743,,,,0.044,,1500.9
Canada,1991,Mobile Sources,Light-duty diesel trucks,all subsectors,531,531,515,497,2844,462,1704,9,,,,0.376,,55.5
Canada,1991,Mobile Sources,Light-duty diesel vehicles,all subsectors,686,686,666,761,967,299,817,6,,,,0.229,,41.1
Canada,1991,Mobile Sources,Light-duty gasoline trucks,all subsectors,4487,4487,4128,4290,219834,147976,1553744,1604,,,,0.071,,578
Canada,1991,Mobile Sources,Light-duty gasoline vehicles,all subsectors,9350,9350,8602,10754,451626,386349,3819103,4838,,,,0.218,,580.3
Canada,1991,Mobile Sources,Marine Transportation,all subsectors,11404,10948,10072,83292,143875,12002,12976,167,610.5,201.8,4.5,20.355,,122.2
Canada,1991,Mobile Sources,Motorcycles,all subsectors,17,17,15,26,407,1723,11241,7,,,,0.002,,4.5
Canada,1991,Mobile Sources,Off-road use of diesel,all subsectors,44287,44287,43401,23871,359513,55862,235311,187,,,,,,0.1
Canada,1991,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,28630,27542,25881,3401,61712,1481186,4358128,339,,,,,,3.2
Canada,1991,Mobile Sources,Rail Transportation,all subsectors,3422,3422,3319,5288,152840,6256,15113,47,287.4,95.8,95.8,1.157,,58.2
Canada,1991,Mobile Sources,Tire wear & Brake Lining,all subsectors,4613,4613,1129,,,,,,,,,,,
Canada,1991,Incineration Sources,Crematorium,all subsectors,4,3,4,5,8,1,7,,2.1,0.3,103.7,1.181,10.425,
Canada,1991,Incineration Sources,Industrial & Commercial Incineration,all subsectors,33,25,17,43,62,5,29,,,176.6,111,8.061,21,
Canada,1991,Incineration Sources,Municipal Incineration,all subsectors,1811,1724,1663,1004,1000,3992,9472,64,76,351.7,551.6,127.961,50149.2,
Canada,1991,Incineration Sources,Other Incineration & Utilities,all subsectors,173,7,2,1030,246,90,1207,29,127.4,5806.1,378.5,36.575,,1.3
Canada,1991,Miscellaneous Sources,Cigarette Smoking,all subsectors,880,880,880,,,15,4161,122,2.5,6.5,0.2,0.02,,1.1
Canada,1991,Miscellaneous Sources,Dry Cleaning,all subsectors,1,1,,,1,745,1,,,,,,,
Canada,1991,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,188807,,,,,,,,
Canada,1991,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,974,505,150,,,,,,2075.8,,,,,
Canada,1991,Miscellaneous Sources,Meat Cooking,all subsectors,6806,6806,6806,,,,,,,,,,,2.6
Canada,1991,Miscellaneous Sources,Refined Petroleum Products Retail,all subsectors,,,,,,33738,,,,,,,,
Canada,1991,Miscellaneous Sources,Printing,all subsectors,6,3,3,1,95,34629,18,14,4.3,1,,,,
Canada,1991,Miscellaneous Sources,Structural Fires,all subsectors,380,380,352,,49,387,2112,22,,,,,,
Canada,1991,Miscellaneous Sources,Surface Coatings,all subsectors,3,3,,,,125860,,,,,,,,
Canada,1991,Miscellaneous Sources,Human,all subsectors,,,,,,,,471,,,108.4,,,
Canada,1991,Miscellaneous Sources,Other Miscellaneous Sources,all subsectors,,,,,,,,21,,,924.9,2,,
Canada,1991,Open Sources,Agriculture,all subsectors,6506361,2309416,647261,1957,2397,225673,709,356600,38.6,57.6,2.9,0.076,,0.4
Canada,1991,Open Sources,Agriculture,Animals Production,27993,8145,1696,,,225586,,283379,,,,,,
Canada,1991,Open Sources,Agriculture,Crop Production,6469434,2296845,644212,,,,,,,,,,,
Canada,1991,Open Sources,Agriculture,Fertilizer Application,8745,4285,1224,,,,,73163,,,,,,
Canada,1991,Open Sources,Agriculture,Agriculture - Fuel Combustion,188,141,129,1957,2397,87,709,58,38.6,57.6,2.9,0.076,,0.4
Canada,1991,Open Sources,Construction Operation,all subsectors,3759346,1127913,225702,842,3559,70,622,63,6.4,8.5,2,0.061,,0.3
Canada,1991,Open Sources,Dust from Paved Roads,all subsectors,2467932,473021,113167,,,,,,,,,,,
Canada,1991,Open Sources,Dust from Unpaved Roads,all subsectors,6028843,1911487,284816,,,,,,,,,,,
Canada,1991,Open Sources,Dust from Coal Transportation,all subsectors,1532,766,164,,,,,,,,,,,
Canada,1991,Open Sources,Waste,all subsectors,7160,3681,3203,1082,7099,16645,31644,5659,,,2476.6,19.455,4610.815,679.1
Canada,1991,Open Sources,Waste,Landfills,4636,1315,858,137,892,11528,17970,10,,,576.1,,,
Canada,1991,Open Sources,Waste,Water and Sewage Treatment,349,203,191,698,5028,908,1813,5500,,,446.8,0.013,0.465,
Canada,1991,Open Sources,Waste,Energy from Waste,9,9,3,105,284,16,185,61,,,69,0.002,3.6,
Canada,1991,Open Sources,Waste,Open Burning,2146,2146,2146,134,805,4024,11267,86,,,381,19.44,4606.75,679.1
Canada,1991,Open Sources,Waste,Waste Treatment and Disposal,20,8,5,8,90,169,409,2,,,1003.7,,,
Canada,1991,Open Sources,Mine Tailings,all subsectors,56642,4531,1133,,,,,,,,,,,
Canada,1991,Open Sources,Prescribed Burning,all subsectors,57761,45553,39275,196,8071,44155,487961,1183,,,,8.225,,10610.2
Canada,1992,Industrial Sources,Aluminum Industry,all subsectors,14407,8161,5543,43153,1556,980,339875,30,84.2,0.8,22.9,3.103,,89390.4
Canada,1992,Industrial Sources,Aluminum Industry,Alumina (Bauxite Refining),629,400,314,3087,742,9,131,24,,,7.1,,,
Canada,1992,Industrial Sources,Aluminum Industry,Primary Aluminum Smelting & Refining,13774,7757,5226,40058,799,971,339741,4,84.2,0.8,15.8,,,89390.4
Canada,1992,Industrial Sources,Aluminum Industry,Secondary Aluminum (Includes Recycling),3,3,3,8,16,,3,1,,,,3.103,,
Canada,1992,Industrial Sources,Asphalt Paving Industry,all subsectors,38645,7915,1741,840,1176,6315,3828,1,1243.9,22.4,21.4,0.02,,12.3
Canada,1992,Industrial Sources,Cement and Concrete Industry,all subsectors,49735,17582,8744,32966,37138,798,15173,597,445.2,38.4,363.1,2.761,1974.34,16.2
Canada,1992,Industrial Sources,Cement and Concrete Industry,Cement Manufacture,17129,7386,3631,31040,34301,645,9903,567,362.1,34.6,240.1,2.761,1974.34,16.2
Canada,1992,Industrial Sources,Cement and Concrete Industry,Lime Manufacture,1527,621,424,1622,2456,76,4724,30,4.7,3.1,122.9,,,
Canada,1992,Industrial Sources,Cement and Concrete Industry,Concrete Batching & Products,31080,9576,4688,304,381,76,546,1,78.4,0.7,,,,
Canada,1992,Industrial Sources,Chemicals Industry,all subsectors,15682,7814,4524,33347,43047,45308,30081,9630,9558.7,150.7,169.1,1.72,709.36,0.6
Canada,1992,Industrial Sources,Chemicals Industry,Chemical Manufacture,4142,1970,1337,25833,16748,11535,17408,2025,1472.9,48.8,106.2,1.717,701.057,0.6
Canada,1992,Industrial Sources,Chemicals Industry,Paint & Varnish Manufacturing,129,109,65,2,29,6042,8,3,7985.9,,,,,
Canada,1992,Industrial Sources,Chemicals Industry,Petrochemical Industry,951,821,640,643,14401,19389,5594,77,97.3,100.2,0.7,,,
Canada,1992,Industrial Sources,Chemicals Industry,Plastics & Synthetic Resins Fabrication,165,131,56,1967,2896,7434,1757,104,2.6,1.6,1.4,0.002,8.303,
Canada,1992,Industrial Sources,Chemicals Industry,Fertilizer Production,5282,3673,2028,2385,7425,393,3338,7410,,,,,,
Canada,1992,Industrial Sources,Chemicals Industry,Other (Chemical Industries),5012,1109,398,2517,1547,516,1975,11,,,60.9,,,
Canada,1992,Industrial Sources,Mineral Products Industry,all subsectors,3342,1748,930,1547,1047,182,2931,85,,,,0.894,,
Canada,1992,Industrial Sources,Mineral Products Industry,Clay Products,1358,513,175,333,92,4,173,41,,,,,,
Canada,1992,Industrial Sources,Mineral Products Industry,Brick Products,40,34,3,102,4,,,,,,,,,
Canada,1992,Industrial Sources,Mineral Products Industry,Other Mineral Products,1944,1201,753,1112,951,177,2758,44,,,,0.894,,
Canada,1992,Industrial Sources,Foundries,all subsectors,6628,5535,5202,1214,480,1652,47227,12,2325.5,1.6,199.7,,,
Canada,1992,Industrial Sources,Foundries,Ferrous Foundries,6117,5493,5170,801,409,1508,47152,12,,,199.7,,,
Canada,1992,Industrial Sources,Foundries,Non-ferrous Foundries,51,34,25,413,59,119,43,1,2325.5,1.6,,,,
Canada,1992,Industrial Sources,Foundries,Die Casting,460,8,6,,12,25,33,,,,,,,
Canada,1992,Industrial Sources,Grain Industries,all subsectors,91134,16906,2688,347,1533,2159,2119,6,,,,,,
Canada,1992,Industrial Sources,Iron and Steel Industries,all subsectors,20956,11111,9084,36188,19259,5379,44452,201,53887.3,228.5,437.9,38.205,1271.94,81668.8
Canada,1992,Industrial Sources,Iron and Steel Industries,Primary (Blast furnace and DRI),16317,8707,7173,35171,16614,4669,32533,114,32395.2,180.2,67.5,20.683,145.905,81668.8
Canada,1992,Industrial Sources,Iron and Steel Industries,Secondary (Electric Arc Furnaces),4629,2398,1908,1016,2636,664,11795,87,21492.1,48.3,353.7,17.522,1126.035,
Canada,1992,Industrial Sources,Iron and Steel Industries,Steel Recycling,11,6,3,1,10,47,125,,,,16.7,,,
Canada,1992,Industrial Sources,Iron and Steel Industries,Other (Iron and Steel Industries),,,,,,,,,,,,,,
Canada,1992,Industrial Sources,Iron Ore Mining Industry,all subsectors,25428,6101,2626,51976,9626,667,19716,157,,,60.1,,,
Canada,1992,Industrial Sources,Iron Ore Mining Industry,Iron Ore Mining Industry,7877,2336,912,38232,5196,620,18892,6,,,0.1,,,
Canada,1992,Industrial Sources,Iron Ore Mining Industry,Pelletizing,17551,3765,1714,13744,4429,47,825,150,,,60,,,
Canada,1992,Industrial Sources,Mining and Rock Quarrying,all subsectors,189110,31942,10879,28353,22990,2962,13535,507,204794.5,6558.6,12,,13.26,0.2
Canada,1992,Industrial Sources,Mining and Rock Quarrying,Rock; Sand and Gravel,68113,10940,2422,39,221,11,118,23,,,,,,
Canada,1992,Industrial Sources,Mining and Rock Quarrying,Metal Mining ,81981,7017,1318,22496,12734,524,9409,190,201304.6,6558.6,12,,5.107,
Canada,1992,Industrial Sources,Mining and Rock Quarrying,Coal Mining Industry,13587,7123,3699,4456,2611,1518,173,13,,,,,,0.2
Canada,1992,Industrial Sources,Mining and Rock Quarrying,Potash,2147,894,770,196,2157,569,1758,2,,,,,,
Canada,1992,Industrial Sources,Mining and Rock Quarrying,Silica Production,1469,144,43,,,,,,,,,,,
Canada,1992,Industrial Sources,Mining and Rock Quarrying,Other Minerals,21812,5825,2627,1166,5266,340,2077,279,3489.9,,,,8.153,
Canada,1992,Industrial Sources,Non-Ferrous Smelting and Refining Industry,all subsectors,18058,15726,9186,973946,5760,42,270,226,899202.9,69201.9,24778.5,3.449,2713.46,2.1
Canada,1992,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Primary Ni; Cu; Zn; Pb,17432,15179,8770,973781,5538,37,209,215,897086.6,69201.9,24715.3,3.398,2713.46,
Canada,1992,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Secondary Pb; Cu,32,32,29,66,4,,9,,2116.2,,,0.051,,2.1
Canada,1992,Industrial Sources,Non-Ferrous Smelting and Refining Industry,Other metals,594,515,386,99,218,5,53,11,,,63.2,,,
Canada,1992,Industrial Sources,Pulp and Paper Industry,all subsectors,105616,69102,46155,96730,61836,26945,155352,3948,1453.2,350.4,95.6,11.619,154.55,113.3
Canada,1992,Industrial Sources,Wood Industry,all subsectors,122035,61998,36154,2932,18412,108878,1082740,4760,3547.4,128,261,1.795,403.61,209.8
Canada,1992,Industrial Sources,Wood Industry,Sawmills,98863,50972,28644,1922,12754,85325,925861,2978,3003.9,96,225.9,1.502,385.083,178.7
Canada,1992,Industrial Sources,Wood Industry,Panel Board Mills,17093,7683,5448,704,4788,17877,131116,1558,456.7,17.1,35.1,0.293,12.211,27.5
Canada,1992,Industrial Sources,Wood Industry,Other Wood Products,6080,3343,2062,305,871,5675,25762,224,86.8,14.9,,,6.316,3.6
Canada,1992,Industrial Sources,Upstream Petroleum Industry,all subsectors,10984,9523,6623,420485,295412,488049,287334,520,160.7,28.4,14.9,,1.3,2.6
Canada,1992,Industrial Sources,Upstream Petroleum Industry,Crude Oil and Natural Gas Production and Processing,5619,5618,5618,255045,238625,455448,259524,180,,,,,,
Canada,1992,Industrial Sources,Upstream Petroleum Industry,Petroleum Liquids Storage,,,,,204,,,,,,,,,
Canada,1992,Industrial Sources,Upstream Petroleum Industry,Oil Sands In-Situ Extraction and Processing ,2723,1787,428,3468,12599,4745,8573,314,,6,2.5,,,
Canada,1992,Industrial Sources,Upstream Petroleum Industry,Oil Sands Mining Extraction and Processing ,11,11,11,,1587,1093,130,,10.2,12.6,,,1.3,0.3
Canada,1992,Industrial Sources,Upstream Petroleum Industry,Bitumen and Heavy Oil Upgrading ,2632,2106,565,161972,42398,26763,19107,26,150.6,9.8,12.4,,,2.3
Canada,1992,Industrial Sources,Downstream Petroleum Industry,all subsectors,9648,7719,5043,154263,30152,107006,17666,362,202.7,116.7,114.2,,,154.3
Canada,1992,Industrial Sources,Downstream Petroleum Industry,Petroleum Refining,7308,5837,3726,144017,28617,62432,17194,354,201,116.7,106.3,,,153.6
Canada,1992,Industrial Sources,Downstream Petroleum Industry,Refined Petroleum Products Bulk Storage and Distribution,356,246,143,4848,585,39589,148,,1.7,,7,,,0.7
Canada,1992,Industrial Sources,Downstream Petroleum Industry,Other Downstream Petroleum Industry,1983,1636,1175,5397,951,4986,323,8,,,0.9,,,
Canada,1992,Industrial Sources,Other Industries,all subsectors,22959,15199,10772,43600,49084,74510,43030,834,32656.5,528.3,573.8,4.974,527.46,1
Canada,1992,Industrial Sources,Other Industries,Metal Fabrication,1707,1044,770,2334,6492,8994,7178,90,28683.3,448.4,16.1,4.647,517.609,1
Canada,1992,Industrial Sources,Other Industries,Glass Manufacture,1425,1062,941,2326,6693,1779,494,88,22.4,1.2,27.5,,,
Canada,1992,Industrial Sources,Other Industries,Vehicle Manufacture ( Engines; Parts; Assembly; Painting) ,3427,2518,1536,1145,2559,20845,3946,64,945.6,0.7,,0.327,9.851,
Canada,1992,Industrial Sources,Other Industries,Electronics,266,178,129,1830,145,1360,27,33,2057.2,,378.1,,,
Canada,1992,Industrial Sources,Other Industries,Plastics Manufacture,574,313,203,1253,1007,14068,276,36,78.5,5,,,,
Canada,1992,Industrial Sources,Other Industries,Food Preparation,4508,2484,1609,4282,2779,11588,1132,178,,,0.1,,,
Canada,1992,Industrial Sources,Other Industries,Textiles ,26,23,15,367,121,897,47,13,1.2,,,,,
Canada,1992,Industrial Sources,Other Industries,Abrasives Manufacture,1065,532,370,3022,198,1189,456,1,,,,,,
Canada,1992,Industrial Sources,Other Industries,Bakeries,1,1,1,,4,3439,6,,,,,,,
Canada,1992,Industrial Sources,Other Industries,Other (Other Industries),9961,7043,5199,27039,29084,10350,29468,332,868.3,72.9,151.9,,,
Canada,1992,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,621,628,613,925,28368,1948,32633,1,,,,,,
Canada,1992,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,597,604,589,25,27281,1736,24039,1,,,,,,
Canada,1992,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,13,13,13,899,587,205,389,,,,,,,
Canada,1992,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,11,11,11,,500,7,8205,,,,,,,
Canada,1992,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Canada,1992,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,2175,2012,1968,14751,24205,1112,16011,299,246.2,366.8,50,0.299,,2.6
Canada,1992,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,85319,58224,40463,610644,257577,3282,48032,886,11995.4,130.6,2348.9,5.22,10677.11,335.9
Canada,1992,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,79319,54835,38150,518299,211664,1669,34027,82,8791.9,87.8,2062.9,4.012,10060.254,223.7
Canada,1992,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,3277,1851,1040,22551,18608,574,4739,293,455.6,29.1,8.7,0.805,616.856,2.2
Canada,1992,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),2723,1538,1272,69794,27305,1039,9267,510,2748,13.8,277.3,0.402,,110
Canada,1992,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,3458,2615,2390,21139,34133,1563,12539,633,454.8,528.4,66.4,1.344,1.412,4.9
Canada,1992,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,261356,247269,246970,3404,23826,335928,1564791,2144,3319.1,187.2,50.5,8.509,,128550
Canada,1992,Mobile Sources,Air Transportation,all subsectors,677,677,594,4855,47776,4432,48843,26,53325.9,,,,,9.2
Canada,1992,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,25840,25840,25065,42285,228077,23550,81778,230,,,,2.357,,694.5
Canada,1992,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,2548,2548,2344,1602,70704,88106,1242268,683,,,,0.04,,1268.7
Canada,1992,Mobile Sources,Light-duty diesel trucks,all subsectors,559,559,543,545,3048,511,1843,10,,,,0.397,,58.2
Canada,1992,Mobile Sources,Light-duty diesel vehicles,all subsectors,649,649,629,753,948,300,814,6,,,,0.224,,38.5
Canada,1992,Mobile Sources,Light-duty gasoline trucks,all subsectors,4532,4532,4169,4419,227621,151025,1632632,1749,,,,0.074,,577.2
Canada,1992,Mobile Sources,Light-duty gasoline vehicles,all subsectors,8838,8838,8131,9683,445174,376087,3795329,5011,,,,0.215,,550.7
Canada,1992,Mobile Sources,Marine Transportation,all subsectors,11781,11310,10405,86171,147956,11746,13332,171,623.1,209.6,4.7,20.775,,124.7
Canada,1992,Mobile Sources,Motorcycles,all subsectors,15,15,14,22,394,1552,10709,7,,,,0.002,,4.1
Canada,1992,Mobile Sources,Off-road use of diesel,all subsectors,44246,44246,43361,23363,361933,55966,239392,191,,,,,,0.1
Canada,1992,Mobile Sources,Off-road use of gasoline/LPG/CNG,all subsectors,28606,27519,25860,3598,61669,1478728,4364484,337,,,,,,3.2
Canada,1992,Mobile Sources,Rail Transportation,all subsectors,3578,3578,3471,5529,159817,6552,15806,49,300.6,100.2,100.2,1.21,,60.8
Canada,1992,Mobile Sources,Tire wear & Brake Lining,all subsectors,4591,4591,1124,,,,,,,,,,,
Canada,1992,Incineration Sources,Crematorium,all subsectors,5,4,4,5,9,1,7,,2.2,0.4,107.1,1.22,10.767,
Canada,1992,Incineration Sources,Industrial & Commercial Incineration,all subsectors,30,25,17,38,65,5,35,,,157.2,111,8.369,21,
Canada,1992,Incineration Sources,Municipal Incineration,all subsectors,1801,1738,1678,715,1043,3994,9511,67,80.6,326.1,684.8,132.859,52068.59,
Canada,1992,Incineration Sources,Other Incineration & Utilities,all subsectors,479,7,2,1030,246,90,1207,29,132.6,5168.7,366.6,37.975,,1.7
Canada,1992,Miscellaneous Sources,Cigarette Smoking,all subsectors,889,889,889,,,15,4208,124,2.5,6.6,0.2,0.021,,1.2
Canada,1992,Miscellaneous Sources,Dry Cleaning,all subsectors,1,1,,,1,744,1,,,,,,,
Canada,1992,Miscellaneous Sources,General Solvent Use,all subsectors,,,,,,195952,,,,,,,,
Canada,1992,Miscellaneous Sources,Marine Cargo Handling Industry,all subsectors,978,505,149,,,,,,2202.9,,,,,
