Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Quebec,1990,Industrial Sources,Other Industries,Plastics Manufacture,41,26,21,160,106,3422,60,2,,,,,,
Quebec,1990,Industrial Sources,Other Industries,Food Preparation,278,217,185,111,177,1007,81,13,,,,,,
Quebec,1990,Industrial Sources,Other Industries,Textiles ,6,6,4,115,44,7,26,2,,,,,,
Quebec,1990,Industrial Sources,Other Industries,Abrasives Manufacture,1086,475,313,3985,239,1499,605,,,,,,,
Quebec,1990,Industrial Sources,Other Industries,Bakeries,1,,,,,921,,,,,,,,
Quebec,1990,Industrial Sources,Other Industries,Other (Other Industries),1396,655,407,4292,3416,789,643,108,,,29.6,,,
Quebec,1990,Industrial Sources,Petroleum Product Transportation and Distribution,all subsectors,1,1,1,,47,2,18,,,,,,,
Quebec,1990,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Transmission,1,1,1,,42,2,14,,,,,,,
Quebec,1990,Industrial Sources,Petroleum Product Transportation and Distribution,Natural Gas Distribution,,,,,5,,4,,,,,,,
Quebec,1990,Industrial Sources,Petroleum Product Transportation and Distribution,Petroleum Product Pipelines,,,,,,,,,,,,,,
Quebec,1990,Industrial Sources,Biofuel Production,all subsectors,,,,,,,,,,,,,,
Quebec,1990,Non-Industrial Sources,Commercial Fuel Combustion,all subsectors,336,285,271,4216,3949,155,2163,75,58.4,60.4,6.8,0.087,,0.6
Quebec,1990,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,1261,340,293,12757,5370,214,3158,294,,,6.1,,,
Quebec,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,,1,1,,,,,,,,,,,
Quebec,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,5,5,5,,176,3,53,2,,,,,,
