Region-EN,Year-Année,Source-EN,Sector-EN,Sub-sector-EN,TPM-MPT,PM10-PM10,PM2.5-PM2.5,SOX-SOX,NOX-NOX,VOC-COV,CO-CO,NH3-NH3,Pb-Pb,Cd-Cd,Hg-Hg,D/F-D/F,HCB-HCB,PAH-HAP
Alberta,1990,Non-Industrial Sources,Electric Power Generation (Utilities),all subsectors,19265,34043,33534,101609,80364,743,33624,48,,,786.5,,,
Alberta,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Coal,19079,33917,33419,101557,75567,614,32160,30,,,782.8,,,
Alberta,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Natural Gas,186,126,116,52,4798,129,1464,18,,,,,,
Alberta,1990,Non-Industrial Sources,Electric Power Generation (Utilities),Other (EPG),,,,,,,,,,,3.7,,,
Alberta,1990,Non-Industrial Sources,Residential Fuel Combustion,all subsectors,783,560,499,300,5411,327,2399,31,38.7,78.2,15.6,0.385,0.799,0.4
Alberta,1990,Non-Industrial Sources,Residential Fuel Wood Combustion,all subsectors,9852,9376,9347,123,860,8776,54312,77,107.7,6.8,1.7,0.307,,4233.7
Alberta,1990,Mobile Sources,Air Transportation,all subsectors,84,84,75,182,5914,610,7732,3,7941.4,,,,,1.5
Alberta,1990,Mobile Sources,Heavy-duty diesel vehicles,all subsectors,5039,5039,4888,6879,47426,5432,16603,42,,,,0.433,,150.7
Alberta,1990,Mobile Sources,Heavy-duty gasoline trucks,all subsectors,1096,1096,1009,328,26355,40232,575432,211,,,,0.012,,539.3
Alberta,1990,Mobile Sources,Light-duty diesel trucks,all subsectors,82,82,80,96,469,72,246,1,,,,0.059,,9
Alberta,1990,Mobile Sources,Light-duty diesel vehicles,all subsectors,78,78,75,81,105,35,84,1,,,,0.022,,5.2
Alberta,1990,Mobile Sources,Light-duty gasoline trucks,all subsectors,1070,1070,985,446,40472,27085,303319,188,,,,0.01,,131.6
Alberta,1990,Mobile Sources,Light-duty gasoline vehicles,all subsectors,1555,1555,1431,764,56295,48423,501970,386,,,,0.019,,73.3
Alberta,1990,Mobile Sources,Marine Transportation,all subsectors,3,2,2,20,40,1,5,,0.4,,,0.012,,0.1
