"Region-EN","Région-FR","Year-Année","Source-EN","Source-FR","Sector-EN","Secteur-FR","Sub-sector-EN","Sous-secteur-FR","TPM-MPT","TPM-Units-MPT-Unités","PM10-PM10","PM10-Units-PM10-Unités","PM2.5-PM2.5","PM2.5-Units-PM2.5-Unités","SOX-SOX","SOX-Units-SOX-Unités","NOX-NOX","NOX-Units-NOX-Unités","VOC-COV","VOC-Units-COV-Unités","CO-CO","CO-Units-CO-Unités","NH3-NH3","NH3-Units-NH3-Unités","Pb-Pb","Pb-Units-Pb-Unités","Cd-Cd","Cd-Units-Cd-Unités","Hg-Hg","Hg-Units-Hg-Unités","D/F-D/F","D/F-Units-D/F-Unités","HCB-HCB","HCB-Units-HCB-Unités","PAH-HAP","PAH-Units-HAP-Unités"
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","all subsectors","tous les sous-secteurs","8207","tonnes","5118","tonnes","4087","tonnes","59507","tonnes","855","tonnes","1395","tonnes","361400","tonnes","","tonnes","","kg","","kg","18.9","kg","","gTEQ","","g","13210.2","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Alumina (Bauxite Refining)","Alumine (raffinage de bauxite)","122","tonnes","27","tonnes","24","tonnes","168","tonnes","452","tonnes","27","tonnes","408","tonnes","","tonnes","","kg","","kg","0.2","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Primary Aluminum Smelting & Refining","Fusion primaire et raffinage de l'aluminium","8085","tonnes","5091","tonnes","4063","tonnes","59339","tonnes","403","tonnes","1368","tonnes","360992","tonnes","","tonnes","","kg","","kg","18.7","kg","","gTEQ","","g","13210.2","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Secondary Aluminum (Includes Recycling)","Alumineries secondaires (incluant le recyclage)","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Asphalt Paving Industry","Industrie des revêtements bitumineux","all subsectors","tous les sous-secteurs","9688","tonnes","1852","tonnes","340","tonnes","159","tonnes","227","tonnes","581","tonnes","903","tonnes","","tonnes","113.6","kg","2.9","kg","2.6","kg","","gTEQ","","g","2.3","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","all subsectors","tous les sous-secteurs","10054","tonnes","3196","tonnes","1505","tonnes","6256","tonnes","6487","tonnes","104","tonnes","4049","tonnes","47","tonnes","126.3","kg","11.4","kg","18.6","kg","0.324","gTEQ","312.763","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Cement Manufacture","Fabrication du ciment","409","tonnes","133","tonnes","36","tonnes","4713","tonnes","5232","tonnes","27","tonnes","1733","tonnes","22","tonnes","96","kg","1.4","kg","16.1","kg","0.324","gTEQ","312.763","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Lime Manufacture","Fabrication de la chaux","257","tonnes","167","tonnes","60","tonnes","1543","tonnes","1254","tonnes","24","tonnes","2315","tonnes","25","tonnes","6.5","kg","9.8","kg","2.5","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Concrete Batching & Products","Mélange de béton et produits","9388","tonnes","2897","tonnes","1409","tonnes","","tonnes","1","tonnes","54","tonnes","","tonnes","","tonnes","23.8","kg","0.2","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","all subsectors","tous les sous-secteurs","275","tonnes","229","tonnes","188","tonnes","1625","tonnes","852","tonnes","1037","tonnes","865","tonnes","22","tonnes","46.5","kg","","kg","","kg","0.352","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Chemical Manufacture","Fabrication de produits chimiques","244","tonnes","204","tonnes","170","tonnes","1588","tonnes","549","tonnes","491","tonnes","670","tonnes","16","tonnes","46.5","kg","","kg","","kg","0.352","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Paint & Varnish Manufacturing","Fabrication de peintures et vernis","4","tonnes","3","tonnes","3","tonnes","","tonnes","","tonnes","78","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Petrochemical Industry","Industrie pétrochimique","7","tonnes","6","tonnes","5","tonnes","34","tonnes","303","tonnes","149","tonnes","113","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Plastics & Synthetic Resins Fabrication","Fabrication de plastiques et de résines synthétiques","","tonnes","","tonnes","","tonnes","3","tonnes","1","tonnes","163","tonnes","23","tonnes","6","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Fertilizer Production","Production d'engrais","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Other (Chemical Industries)","Autres (industrie chimique)","21","tonnes","15","tonnes","10","tonnes","","tonnes","","tonnes","157","tonnes","59","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","all subsectors","tous les sous-secteurs","40","tonnes","31","tonnes","17","tonnes","462","tonnes","56","tonnes","16","tonnes","88","tonnes","200","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Clay Products","Produits d'argile","14","tonnes","11","tonnes","1","tonnes","462","tonnes","","tonnes","","tonnes","41","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Brick Products","Briques","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Other Mineral Products","Autres produits minéraux","25","tonnes","20","tonnes","15","tonnes","","tonnes","56","tonnes","16","tonnes","47","tonnes","200","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Foundries","Fonderies","all subsectors","tous les sous-secteurs","1549","tonnes","1430","tonnes","1184","tonnes","21","tonnes","54","tonnes","248","tonnes","8585","tonnes","","tonnes","343.1","kg","1.8","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Foundries","Fonderies","Ferrous Foundries","Métaux ferreux","1549","tonnes","1430","tonnes","1184","tonnes","21","tonnes","54","tonnes","248","tonnes","8585","tonnes","","tonnes","328.5","kg","1.8","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Foundries","Fonderies","Non-ferrous Foundries","Métaux non ferreux","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","14.6","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Foundries","Fonderies","Die Casting","Moulage sous pression","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Grain Industries","Industrie céréalière","all subsectors","tous les sous-secteurs","3049","tonnes","1453","tonnes","246","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","all subsectors","tous les sous-secteurs","2055","tonnes","1027","tonnes","515","tonnes","9795","tonnes","2011","tonnes","335","tonnes","4189","tonnes","14","tonnes","2563.1","kg","157","kg","32.4","kg","0.871","gTEQ","89.105","g","16.8","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Primary (Blast furnace and DRI)","Primaire (haut fourneau et réduction directe du fer)","1941","tonnes","969","tonnes","466","tonnes","9133","tonnes","1594","tonnes","","tonnes","4091","tonnes","","tonnes","2537.9","kg","157","kg","29.9","kg","0.871","gTEQ","89.105","g","16.8","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Secondary (Electric Arc Furnaces)","Secondaire (four à arc électrique)","114","tonnes","58","tonnes","49","tonnes","661","tonnes","418","tonnes","335","tonnes","98","tonnes","14","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Steel Recycling","Recyclage d'acier","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","25.2","kg","","kg","2.5","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Other (Iron and Steel Industries)","Autres (sidérurgies)","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron Ore Mining Industry","Industrie des minerais de fer","all subsectors","tous les sous-secteurs","2153","tonnes","1146","tonnes","458","tonnes","7258","tonnes","8937","tonnes","17","tonnes","16660","tonnes","","tonnes","367.4","kg","11.7","kg","54.7","kg","","gTEQ","","g","9.6","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron Ore Mining Industry","Industrie des minerais de fer","Iron Ore Mining Industry","Industrie minière de minerai de fer","704","tonnes","352","tonnes","85","tonnes","302","tonnes","446","tonnes","","tonnes","1679","tonnes","","tonnes","38.8","kg","3.7","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Iron Ore Mining Industry","Industrie des minerais de fer","Pelletizing","Bouletage","1449","tonnes","794","tonnes","374","tonnes","6955","tonnes","8491","tonnes","17","tonnes","14980","tonnes","","tonnes","328.6","kg","8","kg","54.7","kg","","gTEQ","","g","9.6","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","all subsectors","tous les sous-secteurs","33576","tonnes","3226","tonnes","592","tonnes","101","tonnes","2944","tonnes","72","tonnes","713","tonnes","","tonnes","63.9","kg","0.2","kg","0.1","kg","0.001","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","Rock; Sand and Gravel","Roche; sable et gravier","27376","tonnes","2665","tonnes","424","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","Metal Mining ","Mines de métaux","5520","tonnes","442","tonnes","131","tonnes","101","tonnes","2822","tonnes","72","tonnes","692","tonnes","","tonnes","63.9","kg","0.2","kg","0.1","kg","0.001","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","Coal Mining Industry","Industrie du charbon","88","tonnes","44","tonnes","7","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","Potash","Potasse","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","Silica Production","Production de silice","346","tonnes","34","tonnes","10","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Mining and Rock Quarrying","Exploitation de mines et de carrières","Other Minerals","Autres minéraux","246","tonnes","41","tonnes","20","tonnes","","tonnes","122","tonnes","","tonnes","21","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Non-Ferrous Smelting and Refining Industry","Fonte et affinage de métaux non ferreux","all subsectors","tous les sous-secteurs","1196","tonnes","367","tonnes","331","tonnes","29006","tonnes","286","tonnes","2","tonnes","136","tonnes","","tonnes","46108.9","kg","834","kg","60.6","kg","0.237","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Non-Ferrous Smelting and Refining Industry","Fonte et affinage de métaux non ferreux","Primary Ni; Cu; Zn; Pb","Ni; Cu; Zi et Pb de première fusion","1196","tonnes","367","tonnes","331","tonnes","29006","tonnes","286","tonnes","2","tonnes","136","tonnes","","tonnes","46108.9","kg","834","kg","60.6","kg","0.237","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Non-Ferrous Smelting and Refining Industry","Fonte et affinage de métaux non ferreux","Secondary Pb; Cu","Pb et Cu de deuxième fusion","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Non-Ferrous Smelting and Refining Industry","Fonte et affinage de métaux non ferreux","Other metals","Autres métaux","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Pulp and Paper Industry","Industrie des pâtes et papiers","all subsectors","tous les sous-secteurs","3312","tonnes","1900","tonnes","1419","tonnes","4458","tonnes","7375","tonnes","7915","tonnes","34256","tonnes","333","tonnes","315.3","kg","63","kg","3.8","kg","0.075","gTEQ","5.278","g","44.6","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Wood Industry","Industrie du bois","all subsectors","tous les sous-secteurs","3453","tonnes","1723","tonnes","1063","tonnes","112","tonnes","2760","tonnes","7461","tonnes","8302","tonnes","184","tonnes","196.6","kg","31","kg","3.3","kg","0.151","gTEQ","1.119","g","1.6","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Wood Industry","Industrie du bois","Sawmills","Scieries","1691","tonnes","646","tonnes","343","tonnes","54","tonnes","1325","tonnes","3579","tonnes","3324","tonnes","115","tonnes","11","kg","5.8","kg","2.2","kg","0.094","gTEQ","","g","1","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Wood Industry","Industrie du bois","Panel Board Mills","Usines de panneaux","1558","tonnes","969","tonnes","650","tonnes","57","tonnes","1399","tonnes","3271","tonnes","4863","tonnes","68","tonnes","185.6","kg","2.8","kg","1.1","kg","0.057","gTEQ","1.1","g","0.6","kg",
"Quebec","Québec","2011","Industrial Sources","Sources industrielles","Wood Industry","Industrie du bois","Other Wood Products","Autres produits du bois","204","tonnes","108","tonnes","71","tonnes","","tonnes","36","tonnes","612","tonnes","115","tonnes","","tonnes","","kg","22.4","kg","","kg","","gTEQ","0.019","g","","kg",
