"Region-EN","Région-FR","Year-Année","Source-EN","Source-FR","Sector-EN","Secteur-FR","Sub-sector-EN","Sous-secteur-FR","TPM-MPT","TPM-Units-MPT-Unités","PM10-PM10","PM10-Units-PM10-Unités","PM2.5-PM2.5","PM2.5-Units-PM2.5-Unités","SOX-SOX","SOX-Units-SOX-Unités","NOX-NOX","NOX-Units-NOX-Unités","VOC-COV","VOC-Units-COV-Unités","CO-CO","CO-Units-CO-Unités","NH3-NH3","NH3-Units-NH3-Unités","Pb-Pb","Pb-Units-Pb-Unités","Cd-Cd","Cd-Units-Cd-Unités","Hg-Hg","Hg-Units-Hg-Unités","D/F-D/F","D/F-Units-D/F-Unités","HCB-HCB","HCB-Units-HCB-Unités","PAH-HAP","PAH-Units-HAP-Unités"
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","all subsectors","tous les sous-secteurs","8918","tonnes","5602","tonnes","4473","tonnes","55913","tonnes","1314","tonnes","1069","tonnes","290494","tonnes","","tonnes","","kg","","kg","30.8","kg","","gTEQ","","g","42128.6","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Alumina (Bauxite Refining)","Alumine (raffinage de bauxite)","187","tonnes","90","tonnes","60","tonnes","3144","tonnes","916","tonnes","19","tonnes","301","tonnes","","tonnes","","kg","","kg","11.2","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Primary Aluminum Smelting & Refining","Fusion primaire et raffinage de l'aluminium","8731","tonnes","5511","tonnes","4412","tonnes","52769","tonnes","398","tonnes","1050","tonnes","290193","tonnes","","tonnes","","kg","","kg","19.6","kg","","gTEQ","","g","42128.6","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Secondary Aluminum (Includes Recycling)","Alumineries secondaires (incluant le recyclage)","1","tonnes","1","tonnes","1","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Asphalt Paving Industry","Industrie des revêtements bitumineux","all subsectors","tous les sous-secteurs","16552","tonnes","3164","tonnes","580","tonnes","272","tonnes","388","tonnes","295","tonnes","1543","tonnes","","tonnes","194","kg","4.9","kg","4.4","kg","","gTEQ","","g","3.9","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","all subsectors","tous les sous-secteurs","11764","tonnes","3850","tonnes","1962","tonnes","11702","tonnes","6714","tonnes","180","tonnes","2637","tonnes","15","tonnes","163","kg","5.5","kg","39.5","kg","1.327","gTEQ","511","g","3","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Cement Manufacture","Fabrication du ciment","1436","tonnes","598","tonnes","367","tonnes","10725","tonnes","5758","tonnes","124","tonnes","2175","tonnes","1","tonnes","137.2","kg","5.1","kg","31.1","kg","1.327","gTEQ","511","g","3","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Lime Manufacture","Fabrication de la chaux","290","tonnes","155","tonnes","89","tonnes","977","tonnes","956","tonnes","","tonnes","462","tonnes","14","tonnes","0.4","kg","0.1","kg","8.4","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Concrete Batching & Products","Mélange de béton et produits","10037","tonnes","3097","tonnes","1506","tonnes","","tonnes","","tonnes","56","tonnes","","tonnes","","tonnes","25.4","kg","0.2","kg","","kg","","gTEQ","","g","","kg",
"Quebec","Québec","2006","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","all subsectors","tous les sous-secteurs","436","tonnes","326","tonnes","233","tonnes","5133","tonnes","1949","tonnes","1551","tonnes","1269","tonnes","21","tonnes","261","kg","3.8","kg","8","kg","0.008","gTEQ","","g","0.3","kg",
