"Region-EN","Région-FR","Year-Année","Source-EN","Source-FR","Sector-EN","Secteur-FR","Sub-sector-EN","Sous-secteur-FR","TPM-MPT","TPM-Units-MPT-Unités","PM10-PM10","PM10-Units-PM10-Unités","PM2.5-PM2.5","PM2.5-Units-PM2.5-Unités","SOX-SOX","SOX-Units-SOX-Unités","NOX-NOX","NOX-Units-NOX-Unités","VOC-COV","VOC-Units-COV-Unités","CO-CO","CO-Units-CO-Unités","NH3-NH3","NH3-Units-NH3-Unités","Pb-Pb","Pb-Units-Pb-Unités","Cd-Cd","Cd-Units-Cd-Unités","Hg-Hg","Hg-Units-Hg-Unités","D/F-D/F","D/F-Units-D/F-Unités","HCB-HCB","HCB-Units-HCB-Unités","PAH-HAP","PAH-Units-HAP-Unités"
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","all subsectors","tous les sous-secteurs","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Alumina (Bauxite Refining)","Alumine (raffinage de bauxite)","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Primary Aluminum Smelting & Refining","Fusion primaire et raffinage de l'aluminium","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Secondary Aluminum (Includes Recycling)","Alumineries secondaires (incluant le recyclage)","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Asphalt Paving Industry","Industrie des revêtements bitumineux","all subsectors","tous les sous-secteurs","2220","tonnes","905","tonnes","432","tonnes","164","tonnes","196","tonnes","525","tonnes","1156","tonnes","","tonnes","72.6","kg","3.7","kg","2.4","kg","","gTEQ","","g","2.9","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","all subsectors","tous les sous-secteurs","14925","tonnes","6265","tonnes","3530","tonnes","15380","tonnes","15618","tonnes","381","tonnes","9322","tonnes","399","tonnes","26.5","kg","0.2","kg","209","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Cement Manufacture","Fabrication du ciment","4081","tonnes","2752","tonnes","1712","tonnes","15032","tonnes","14484","tonnes","334","tonnes","8368","tonnes","398","tonnes","","kg","","kg","140","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Lime Manufacture","Fabrication de la chaux","388","tonnes","287","tonnes","249","tonnes","122","tonnes","834","tonnes","1","tonnes","457","tonnes","1","tonnes","","kg","","kg","69","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Concrete Batching & Products","Mélange de béton et produits","10455","tonnes","3226","tonnes","1569","tonnes","227","tonnes","300","tonnes","45","tonnes","497","tonnes","1","tonnes","26.5","kg","0.2","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","all subsectors","tous les sous-secteurs","2621","tonnes","1835","tonnes","1454","tonnes","16938","tonnes","10136","tonnes","25175","tonnes","19284","tonnes","3227","tonnes","","kg","","kg","16.3","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Chemical Manufacture","Fabrication de produits chimiques","1135","tonnes","559","tonnes","416","tonnes","15185","tonnes","6788","tonnes","9971","tonnes","16246","tonnes","1836","tonnes","","kg","","kg","15.2","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Paint & Varnish Manufacturing","Fabrication de peintures et vernis","87","tonnes","66","tonnes","25","tonnes","2","tonnes","27","tonnes","2765","tonnes","8","tonnes","3","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Petrochemical Industry","Industrie pétrochimique","40","tonnes","37","tonnes","28","tonnes","9","tonnes","589","tonnes","5551","tonnes","29","tonnes","62","tonnes","","kg","","kg","0.7","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Plastics & Synthetic Resins Fabrication","Fabrication de plastiques et de résines synthétiques","101","tonnes","29","tonnes","20","tonnes","1741","tonnes","2250","tonnes","6653","tonnes","1599","tonnes","102","tonnes","","kg","","kg","0.4","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Fertilizer Production","Production d'engrais","1172","tonnes","1078","tonnes","936","tonnes","","tonnes","457","tonnes","55","tonnes","1392","tonnes","1215","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Other (Chemical Industries)","Autres (industrie chimique)","86","tonnes","67","tonnes","29","tonnes","","tonnes","25","tonnes","181","tonnes","9","tonnes","8","tonnes","","kg","","kg","0.1","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","all subsectors","tous les sous-secteurs","1021","tonnes","716","tonnes","579","tonnes","259","tonnes","371","tonnes","284","tonnes","2953","tonnes","58","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Clay Products","Produits d'argile","37","tonnes","16","tonnes","6","tonnes","91","tonnes","24","tonnes","2","tonnes","121","tonnes","40","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Brick Products","Briques","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Other Mineral Products","Autres produits minéraux","984","tonnes","700","tonnes","574","tonnes","168","tonnes","347","tonnes","282","tonnes","2832","tonnes","18","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Ontario","Ontario","1993","Industrial Sources","Sources industrielles","Foundries","Fonderies","all subsectors","tous les sous-secteurs","3905","tonnes","3123","tonnes","2948","tonnes","176","tonnes","172","tonnes","2138","tonnes","31817","tonnes","6","tonnes","","kg","","kg","90.6","kg","","gTEQ","","g","","kg",
