"Region-EN","Région-FR","Year-Année","Source-EN","Source-FR","Sector-EN","Secteur-FR","Sub-sector-EN","Sous-secteur-FR","TPM-MPT","TPM-Units-MPT-Unités","PM10-PM10","PM10-Units-PM10-Unités","PM2.5-PM2.5","PM2.5-Units-PM2.5-Unités","SOX-SOX","SOX-Units-SOX-Unités","NOX-NOX","NOX-Units-NOX-Unités","VOC-COV","VOC-Units-COV-Unités","CO-CO","CO-Units-CO-Unités","NH3-NH3","NH3-Units-NH3-Unités","Pb-Pb","Pb-Units-Pb-Unités","Cd-Cd","Cd-Units-Cd-Unités","Hg-Hg","Hg-Units-Hg-Unités","D/F-D/F","D/F-Units-D/F-Unités","HCB-HCB","HCB-Units-HCB-Unités","PAH-HAP","PAH-Units-HAP-Unités"
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","all subsectors","tous les sous-secteurs","14407","tonnes","8161","tonnes","5543","tonnes","43153","tonnes","1556","tonnes","980","tonnes","339875","tonnes","30","tonnes","84.2","kg","0.8","kg","22.9","kg","3.103","gTEQ","","g","89390.4","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Alumina (Bauxite Refining)","Alumine (raffinage de bauxite)","629","tonnes","400","tonnes","314","tonnes","3087","tonnes","742","tonnes","9","tonnes","131","tonnes","24","tonnes","","kg","","kg","7.1","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Primary Aluminum Smelting & Refining","Fusion primaire et raffinage de l'aluminium","13774","tonnes","7757","tonnes","5226","tonnes","40058","tonnes","799","tonnes","971","tonnes","339741","tonnes","4","tonnes","84.2","kg","0.8","kg","15.8","kg","","gTEQ","","g","89390.4","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Secondary Aluminum (Includes Recycling)","Alumineries secondaires (incluant le recyclage)","3","tonnes","3","tonnes","3","tonnes","8","tonnes","16","tonnes","","tonnes","3","tonnes","1","tonnes","","kg","","kg","","kg","3.103","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Asphalt Paving Industry","Industrie des revêtements bitumineux","all subsectors","tous les sous-secteurs","38645","tonnes","7915","tonnes","1741","tonnes","840","tonnes","1176","tonnes","6315","tonnes","3828","tonnes","1","tonnes","1243.9","kg","22.4","kg","21.4","kg","0.02","gTEQ","","g","12.3","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","all subsectors","tous les sous-secteurs","49735","tonnes","17582","tonnes","8744","tonnes","32966","tonnes","37138","tonnes","798","tonnes","15173","tonnes","597","tonnes","445.2","kg","38.4","kg","363.1","kg","2.761","gTEQ","1974.34","g","16.2","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Cement Manufacture","Fabrication du ciment","17129","tonnes","7386","tonnes","3631","tonnes","31040","tonnes","34301","tonnes","645","tonnes","9903","tonnes","567","tonnes","362.1","kg","34.6","kg","240.1","kg","2.761","gTEQ","1974.34","g","16.2","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Lime Manufacture","Fabrication de la chaux","1527","tonnes","621","tonnes","424","tonnes","1622","tonnes","2456","tonnes","76","tonnes","4724","tonnes","30","tonnes","4.7","kg","3.1","kg","122.9","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Concrete Batching & Products","Mélange de béton et produits","31080","tonnes","9576","tonnes","4688","tonnes","304","tonnes","381","tonnes","76","tonnes","546","tonnes","1","tonnes","78.4","kg","0.7","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","all subsectors","tous les sous-secteurs","15682","tonnes","7814","tonnes","4524","tonnes","33347","tonnes","43047","tonnes","45308","tonnes","30081","tonnes","9630","tonnes","9558.7","kg","150.7","kg","169.1","kg","1.72","gTEQ","709.36","g","0.6","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Chemical Manufacture","Fabrication de produits chimiques","4142","tonnes","1970","tonnes","1337","tonnes","25833","tonnes","16748","tonnes","11535","tonnes","17408","tonnes","2025","tonnes","1472.9","kg","48.8","kg","106.2","kg","1.717","gTEQ","701.057","g","0.6","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Paint & Varnish Manufacturing","Fabrication de peintures et vernis","129","tonnes","109","tonnes","65","tonnes","2","tonnes","29","tonnes","6042","tonnes","8","tonnes","3","tonnes","7985.9","kg","","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Petrochemical Industry","Industrie pétrochimique","951","tonnes","821","tonnes","640","tonnes","643","tonnes","14401","tonnes","19389","tonnes","5594","tonnes","77","tonnes","97.3","kg","100.2","kg","0.7","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Plastics & Synthetic Resins Fabrication","Fabrication de plastiques et de résines synthétiques","165","tonnes","131","tonnes","56","tonnes","1967","tonnes","2896","tonnes","7434","tonnes","1757","tonnes","104","tonnes","2.6","kg","1.6","kg","1.4","kg","0.002","gTEQ","8.303","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Fertilizer Production","Production d'engrais","5282","tonnes","3673","tonnes","2028","tonnes","2385","tonnes","7425","tonnes","393","tonnes","3338","tonnes","7410","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","Other (Chemical Industries)","Autres (industrie chimique)","5012","tonnes","1109","tonnes","398","tonnes","2517","tonnes","1547","tonnes","516","tonnes","1975","tonnes","11","tonnes","","kg","","kg","60.9","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","all subsectors","tous les sous-secteurs","3342","tonnes","1748","tonnes","930","tonnes","1547","tonnes","1047","tonnes","182","tonnes","2931","tonnes","85","tonnes","","kg","","kg","","kg","0.894","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Clay Products","Produits d'argile","1358","tonnes","513","tonnes","175","tonnes","333","tonnes","92","tonnes","4","tonnes","173","tonnes","41","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Brick Products","Briques","40","tonnes","34","tonnes","3","tonnes","102","tonnes","4","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Mineral Products Industry","Industrie des produits minéraux","Other Mineral Products","Autres produits minéraux","1944","tonnes","1201","tonnes","753","tonnes","1112","tonnes","951","tonnes","177","tonnes","2758","tonnes","44","tonnes","","kg","","kg","","kg","0.894","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Foundries","Fonderies","all subsectors","tous les sous-secteurs","6628","tonnes","5535","tonnes","5202","tonnes","1214","tonnes","480","tonnes","1652","tonnes","47227","tonnes","12","tonnes","2325.5","kg","1.6","kg","199.7","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Foundries","Fonderies","Ferrous Foundries","Métaux ferreux","6117","tonnes","5493","tonnes","5170","tonnes","801","tonnes","409","tonnes","1508","tonnes","47152","tonnes","12","tonnes","","kg","","kg","199.7","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Foundries","Fonderies","Non-ferrous Foundries","Métaux non ferreux","51","tonnes","34","tonnes","25","tonnes","413","tonnes","59","tonnes","119","tonnes","43","tonnes","1","tonnes","2325.5","kg","1.6","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Foundries","Fonderies","Die Casting","Moulage sous pression","460","tonnes","8","tonnes","6","tonnes","","tonnes","12","tonnes","25","tonnes","33","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Grain Industries","Industrie céréalière","all subsectors","tous les sous-secteurs","91134","tonnes","16906","tonnes","2688","tonnes","347","tonnes","1533","tonnes","2159","tonnes","2119","tonnes","6","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","all subsectors","tous les sous-secteurs","20956","tonnes","11111","tonnes","9084","tonnes","36188","tonnes","19259","tonnes","5379","tonnes","44452","tonnes","201","tonnes","53887.3","kg","228.5","kg","437.9","kg","38.205","gTEQ","1271.94","g","81668.8","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Primary (Blast furnace and DRI)","Primaire (haut fourneau et réduction directe du fer)","16317","tonnes","8707","tonnes","7173","tonnes","35171","tonnes","16614","tonnes","4669","tonnes","32533","tonnes","114","tonnes","32395.2","kg","180.2","kg","67.5","kg","20.683","gTEQ","145.905","g","81668.8","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Secondary (Electric Arc Furnaces)","Secondaire (four à arc électrique)","4629","tonnes","2398","tonnes","1908","tonnes","1016","tonnes","2636","tonnes","664","tonnes","11795","tonnes","87","tonnes","21492.1","kg","48.3","kg","353.7","kg","17.522","gTEQ","1126.035","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Steel Recycling","Recyclage d'acier","11","tonnes","6","tonnes","3","tonnes","1","tonnes","10","tonnes","47","tonnes","125","tonnes","","tonnes","","kg","","kg","16.7","kg","","gTEQ","","g","","kg",
"Canada","Canada","1992","Industrial Sources","Sources industrielles","Iron and Steel Industries","Sidérurgie","Other (Iron and Steel Industries)","Autres (sidérurgies)","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","tonnes","","kg","","kg","","kg","","gTEQ","","g","","kg",
