"Region-EN","Région-FR","Year-Année","Source-EN","Source-FR","Sector-EN","Secteur-FR","Sub-sector-EN","Sous-secteur-FR","TPM-MPT","TPM-Units-MPT-Unités","PM10-PM10","PM10-Units-PM10-Unités","PM2.5-PM2.5","PM2.5-Units-PM2.5-Unités","SOX-SOX","SOX-Units-SOX-Unités","NOX-NOX","NOX-Units-NOX-Unités","VOC-COV","VOC-Units-COV-Unités","CO-CO","CO-Units-CO-Unités","NH3-NH3","NH3-Units-NH3-Unités","Pb-Pb","Pb-Units-Pb-Unités","Cd-Cd","Cd-Units-Cd-Unités","Hg-Hg","Hg-Units-Hg-Unités","D/F-D/F","D/F-Units-D/F-Unités","HCB-HCB","HCB-Units-HCB-Unités","PAH-HAP","PAH-Units-HAP-Unités"
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","all subsectors","tous les sous-secteurs","13384","tonnes","8037","tonnes","4973","tonnes","51036","tonnes","1547","tonnes","1133","tonnes","241943","tonnes","32","tonnes","84.2","kg","0.9","kg","31.1","kg","3.409","gTEQ","","g","85526.5","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Alumina (Bauxite Refining)","Alumine (raffinage de bauxite)","619","tonnes","410","tonnes","262","tonnes","2367","tonnes","760","tonnes","14","tonnes","226","tonnes","24","tonnes","","kg","","kg","9.8","kg","","gTEQ","","g","","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Primary Aluminum Smelting & Refining","Fusion primaire et raffinage de l'aluminium","12760","tonnes","7623","tonnes","4707","tonnes","48659","tonnes","767","tonnes","1118","tonnes","241713","tonnes","6","tonnes","84.2","kg","0.9","kg","21.3","kg","","gTEQ","","g","85526.5","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Aluminum Industry","Industrie de l'aluminium","Secondary Aluminum (Includes Recycling)","Alumineries secondaires (incluant le recyclage)","4","tonnes","4","tonnes","4","tonnes","10","tonnes","19","tonnes","","tonnes","4","tonnes","2","tonnes","","kg","","kg","","kg","3.409","gTEQ","","g","","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Asphalt Paving Industry","Industrie des revêtements bitumineux","all subsectors","tous les sous-secteurs","47598","tonnes","9574","tonnes","2028","tonnes","920","tonnes","1446","tonnes","7727","tonnes","4868","tonnes","1","tonnes","1418.6","kg","27.5","kg","25.5","kg","0.019","gTEQ","","g","16","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","all subsectors","tous les sous-secteurs","53099","tonnes","19604","tonnes","9336","tonnes","39204","tonnes","45857","tonnes","902","tonnes","20296","tonnes","618","tonnes","570.3","kg","43.4","kg","446.6","kg","3","gTEQ","1868.17","g","15.1","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Cement Manufacture","Fabrication du ciment","16036","tonnes","7938","tonnes","3488","tonnes","35934","tonnes","42079","tonnes","799","tonnes","14202","tonnes","567","tonnes","474.7","kg","39.1","kg","319.7","kg","3","gTEQ","1868.17","g","15.1","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Lime Manufacture","Fabrication de la chaux","1644","tonnes","757","tonnes","501","tonnes","3035","tonnes","3240","tonnes","22","tonnes","5492","tonnes","50","tonnes","6.1","kg","3.5","kg","126.9","kg","","gTEQ","","g","","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Cement and Concrete Industry","Industrie du ciment et du béton","Concrete Batching & Products","Mélange de béton et produits","35419","tonnes","10910","tonnes","5348","tonnes","236","tonnes","538","tonnes","81","tonnes","601","tonnes","1","tonnes","89.5","kg","0.8","kg","","kg","","gTEQ","","g","","kg",
"Canada","Canada","1998","Industrial Sources","Sources industrielles","Chemicals Industry","Industrie chimique","all subsectors","tous les sous-secteurs","15792","tonnes","8027","tonnes","4467","tonnes","33111","tonnes","42307","tonnes","37734","tonnes","29582","tonnes","12379","tonnes","392.3","kg","181.9","kg","89.2","kg","0.88","gTEQ","698.73","g","15","kg",
